Name,Kategorien,Adresse,Kontaktinformationen,Öffnungszeiten,Website URL,Beschreibung,Image Source URLs
ZEITGEMAESS.,"Bekleidung/Accessoires, Damenmode, Damenschuhe, Herrenmode, Herrenschuhe, Lebensmittel, Lederwaren, Pflanzen, Schmuck/Uhren, Schuhe, Sonstiges","Hafenstraße 6- 8, 66111 Saarbrücken",+49 681 91032180,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 19:00"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""11:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2017/09/53046_x_y_aed749_09.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/08/52595_x_y_142a70_08.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2017/08/52593_x_y_8d231a_08.jpg"
Ringelblume Naturkost,"Feinkost, Lebensmittel",null,null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Camp David | SOCCX,"Bekleidung/Accessoires, Damenmode, Herrenmode","Trierer Str. 1, 66111 Saarbrücken",+49 681 98576722,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.campdavid-soccx.de,"CAMP DAVID verkörpert hochwertige Menswear-Kollektionen verbunden mit einem authentischen Lifestyle. Aufwendig gestaltete Details unterstreichen diesen Way of Life und geben der Marke ihr unverwechselbares Gesicht. SOCCX - The Women's Brand steht für hochwertige Mode, einzigartigen Style und Lebensfreude pur. Lässige Casualwear zeigt sich hier in facettenreichen und farbenfrohen Kollektionen, den dazu passenden Accessoires, Taschen und Schuhen. Dabei charakterisieren Artworks den SOCCX Signature-Look und werden zum unverwechselbaren Highlight jedes Kleidungsstücks.",null
RM- Exclusive-Lingerie,"Bekleidung/Accessoires, Dessous, Sonstiges","Fürstenstraße 1a, 66111 Saarbrücken",+49 681 92564554,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 19:00"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""10:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.shop-rm.com,null,null
Weine Balthasar,"Lebensmittel, Spirituosen","Mainzer Straße 33, 66111 Saarbrücken",+49 157 58199672,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""12:00 - 18:00"", ""Mittwoch"": ""12:00 - 18:00"", ""Donnerstag"": ""12:00 - 18:00"", ""Freitag"": ""12:00 - 18:00"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",https://www.weine-balthasar.de/de/,Im Dezember zusätzlich Montag von 10-19 Uhr und Samstag von 10-16 Uhr.,https://einkaufen.saarbruecken.de/cache/media/attachments/2008/12/5368_x_y_6b1f3b_12.jpg
Naturkreis Saarbrücken,"Gesundheit und Kosmetik, Lebensmittel, Naturkosmetik","Mainzer Straße 48, 66121 Saarbrücken",+49 681 98802490,"{""Montag"": ""11:00 - 19:00"", ""Dienstag"": ""11:00 - 19:00"", ""Mittwoch"": ""11:00 - 19:00"", ""Donnerstag"": ""11:00 - 19:00"", ""Freitag"": ""11:00 - 19:00"", ""Samstag"": ""12:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://naturkreis.de,null,null
mobilcom-debitel,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 38, 66111 Saarbrücken",+49 681 3798139,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""09:30 - 19:00"", ""Sonntag"": ""geschlossen""}",null,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76603_x_y_2c118c_04.jpg
Schuhmarke / Rieker,"Bekleidung/Accessoires, Schuhe","Bahnhofstraße 32, 66111 Saarbrücken",+49 681 9383901,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.schuh-marke.de,null,https://einkaufen.saarbruecken.de/cache/media/attachments/2020/04/76602_x_y_e14826_04.jpg
Betty Barclay,"Bekleidung/Accessoires, Damenmode, Lederwaren","Bahnhofstraße 11, 66111 Saarbrücken",+49 681 95806900,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://stores.bettybarclay.com/de/saarbruecken/,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/10/25880_x_y_f9d86d_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/10/25882_x_y_0497e0_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/10/25881_x_y_3785a2_10.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/10/25879_x_y_7d66ec_10.jpg"
KiK,"Bekleidung/Accessoires, Schuhe, Sonstiges","Viktoriastraße 16, 66111 Saarbrücken",null,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.kik.de,null,null
KIND Hörgeräte,"Gesundheit und Kosmetik, Hörgeräte","Viktoriastraße 18, 66111 Saarbrücken",+49 681 31048,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""09:00 - 13:00"", ""Sonntag"": ""Geschlossen""}",https://www.kind.com,null,null
Piccadilly Trend Fashion,"Bekleidung/Accessoires, Schuhe","Viktoriastraße 18, 66111 Saarbrücken",null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
meditec Hörgeräte,"Gesundheit und Kosmetik, Hörgeräte","Lortzingstraße 12, 66111 Saarbrücken",+49 681 9386008,"{""Montag"": ""08:30 - 12:30 und 10:00 - 17:00"", ""Dienstag"": ""08:30 - 12:30 und 10:00 - 17:00"", ""Mittwoch"": ""08:30 - 12:30 und 10:00 - 17:00"", ""Donnerstag"": ""08:30 - 12:30 und 10:00 - 17:00"", ""Freitag"": ""08:30 - 12:30 und 10:00 - 17:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",http://www.meditec-hg.de,null,null
Lego Store,"Spielwaren, Spielzeug","Bahnhofstraße 77, 66111 Saarbrücken",+49 681 30140539,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.lego.de,null,null
BOX Presseshop,"Bücher, Musik, Filme, Druck und Werbetechnik, Lebensmittel, Sonstiges, Tabak, Zeitschriften","Trierer Straße 1, 66111 Saarbrücken",null,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
BIG Markt,Lebensmittel,"Dudweilerstraße 4, 66111 Saarbrücken",+49 681 93310070,"{""Montag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Samstag"": ""09:00 - 13:00 und 14:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Stern Handy Shop,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 99, 66111 Saarbrücken",+49 178 7460001,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://stern-handyshop.de,null,null
o2 Shop Bahnhofstraße,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 76, 66111 Saarbrücken",+49 681 4031144,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",https://www.o2online.de/shops/saarbruecken/1542/,null,null
Smykker,"Brillen, Kontaktlinsen, Optiker, Gesundheit und Kosmetik","Bahnhofstraße 54, 66111 Saarbrücken",+49 681 59095760,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://smykker.de/stores/saarbruecken,null,null
freenet Shop,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 38, 66111 Saarbrücken",+49 681 93868037 ,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://www.freenet-mobilfunk.de,null,null
Gabor,Schuhe,"Bahnhofstraße 8, 66111 Saarbrücken",+49 681 91042570,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",https://www.gabor.de,null,null
Deichmann,"Bekleidung/Accessoires, Damenschuhe, Herrenschuhe, Kinderschuhe, Lederwaren, Schuhe, Sportschuhe","Trierer Straße 1, 66111 Saarbrücken",+49 681 94008397,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://stores.deichmann.com/de-de/de/saarland/saarbruecken/trierer-strasse-1,null,null
Bijou Brigitte EUROPA-Galerie,Bekleidung/Accessoires,"Trierer Straße 1, 66111 Saarbrücken",+49 681 41620579,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",http://www.bijou-brigitte.com,null,null
Foot Locker,"Bekleidung/Accessoires, Damenschuhe, Herrenschuhe, Kinderschuhe, Schuhe, Sportschuhe","Bahnhofstraße 79, 66111 Saarbrücken",+49 681 93357797,"{""Montag"": ""10:00 - 20:00"", ""Dienstag"": ""10:00 - 20:00"", ""Mittwoch"": ""10:00 - 20:00"", ""Donnerstag"": ""10:00 - 20:00"", ""Freitag"": ""10:00 - 20:00"", ""Samstag"": ""10:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://stores.footlocker.de/de/de-sl/saarbrucken/bahnhofstrasse-79-1297_31_03257.html,null,null
Telekom,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 66, 66111 Saarbrücken",+49 681 30140700,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.telekom.de,null,null
Alisch Offsetdruck,"Bücher, Musik, Filme, Schreibwaren/Bürobedarf, Sonstiges","Großherzog-Friedrich-Straße 63, 66111 Saarbrücken",+49 681 535400,"{""Montag"": ""09:00 - 17:00"", ""Dienstag"": ""09:00 - 17:00"", ""Mittwoch"": ""09:00 - 17:00"", ""Donnerstag"": ""09:00 - 17:00"", ""Freitag"": ""09:00 - 17:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.alischdruck.de,"Alisch Offsetdruck – „Bunt ist unsere Lieblingsfarbe“ Neben den klassischen Geschäftsdrucksachen, wie Briefpapier, Visitenkarten, Plakaten, Broschüren und Handzetteln fertigen wir natürlich auch alle Privatdrucksachen. Und wenn Ihnen bei der Gestaltung Ihrer Drucksachen die rechte Idee fehlt, sind Sie bei uns auch an der richtigen Adresse. Layout ist unsere Stärke. Unser neuestes Geschäftsfeld ist die Fertigung und der Verkauf von tollen Motiv-Postkarten mit Sprüchen zu allen Lebenslagen. Ergänzt werden die Karten durch Bilder, Buttons und anderen hübsche Produkte. Schauen Sie doch einfach mal bei uns in der Großherzog-Friedrich-Straße vorbei. Unsere Druckerei liegt ganz nah an der Saarbahn-Haltestelle „Landwehrplatz“. Und für die Autofahrer: Wir haben natürlich Kundenparkplätze. Wir freuen uns auf Sie!",https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12721_x_y_0128e1_05.jpg
Claudia Grewenig Schmuck,"Damenschmuck, Goldschmied, Herrenschmuck, Kinderschmuck, Schmuck/Uhren, Trauringe","St. Johanner Markt 45, 66111 Saarbrücken",+49 681 9101440,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""10:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""10:30 - 16:00"", ""Sonntag"": ""Geschlossen""}",http://www.grewenigschmuck.de,"""Ich mache Schmuck!"" Mich faszinieren Feingold, Feinsilber, Platin, die schönsten Edelsteine und ausser-gewöhnlichsten Perlen. Die Feinmetalle, Edelsteine und Perlen wähle ich selbst nach Form, Farbe und Brillianz aus. Die reinen Edelmetalle forme ich in dem archaischen Schmiedeprozess zu einem einzigartigen Schmuckstück. Diese Schmuckstücke bearbeite ich auf höchstem handwerklichem Niveau bis zu ihrer endgültigen Formgebung und Gestalt. Meine eigene Kreativität lasse ich von der ersten Zeichnung bis zum fertigen Schmuckstück einfließen. Für meine Kunden entwerfe und fertige ich seit 20 Jahren Unikate, die mit ihrer eigenen Persönlichkeit korrespondieren.","https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/422_x_y_4149f3_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/423_x_y_7a0d29_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/420_x_y_289927_03.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/03/421_x_y_b905f4_03.jpg"
Ringelblume Naturkost,"Feinkost, Lebensmittel",null,null,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""Geschlossen"", ""Mittwoch"": ""Geschlossen"", ""Donnerstag"": ""Geschlossen"", ""Freitag"": ""Geschlossen"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",null,null,null
Rossmann,"Düfte, Gesundheit und Kosmetik, Lebensmittel, Make-up, Naturkosmetik, Parfümerie, Drogerie, Pflege","Viktoriastraße 19, 66111 Saarbrücken",+49 681 3014149,"{""Montag"": ""09:00 - 20:00"", ""Dienstag"": ""09:00 - 20:00"", ""Mittwoch"": ""09:00 - 20:00"", ""Donnerstag"": ""09:00 - 20:00"", ""Freitag"": ""09:00 - 20:00"", ""Samstag"": ""09:00 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://www.rossmann.de/de/,null,null
VIVA SOL Sonnenstudio Viktoriastraße,Sonstiges,"Viktoriastraße 28, 66111 Saarbrücken",+49 681 9580234,"{""Montag"": ""09:00 - 21:00"", ""Dienstag"": ""09:00 - 21:00"", ""Mittwoch"": ""09:00 - 21:00"", ""Donnerstag"": ""09:00 - 21:00"", ""Freitag"": ""09:00 - 21:00"", ""Samstag"": ""09:00 - 21:00"", ""Sonntag"": ""10:00 - 20:00""}",https://www.sonnenstudiosaarbruecken.de/,null,null
Casa Mada,"Feinkost, Lebensmittel","Mainzer Straße 52, 66121 Saarbrücken",+49 681 6855621,"{""Montag"": ""Geschlossen"", ""Dienstag"": ""11:30 - 18:30"", ""Mittwoch"": ""11:30 - 18:30"", ""Donnerstag"": ""11:30 - 18:30"", ""Freitag"": ""11:30 - 18:30"", ""Samstag"": ""10:00 - 14:00"", ""Sonntag"": ""Geschlossen""}",http://www.casa-mada.com,null,null
Telekom,"Elektronik, Computer, Handy & Telefonie","Bahnhofstraße 66, 66111 Saarbrücken",+49 681 30140700,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.telekom.de,null,null
Vodafone Bahnhofstraße,"Elektronik, Computer","Bahnhofstraße 71-73, 66111 Saarbrücken",+49 681 37 35 52,"{""Montag"": ""09:30 - 19:00"", ""Dienstag"": ""09:30 - 19:00"", ""Mittwoch"": ""09:30 - 19:00"", ""Donnerstag"": ""09:30 - 19:00"", ""Freitag"": ""09:30 - 19:00"", ""Samstag"": ""09:30 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.vodafone.de,null,null
Vodafone EUROPA-Galerie,"Elektronik, Computer","Trierer Strasse 1, 66111 Saarbrücken",+49 681 3835160,"{""Montag"": ""09:30 - 20:00"", ""Dienstag"": ""09:30 - 20:00"", ""Mittwoch"": ""09:30 - 20:00"", ""Donnerstag"": ""09:30 - 20:00"", ""Freitag"": ""09:30 - 20:00"", ""Samstag"": ""09:30 - 20:00"", ""Sonntag"": ""Geschlossen""}",https://shops.vodafone.de/,null,null
Vero Moda / Jack & Jones,"Bademode, Bekleidung/Accessoires, Damenmode, Damenschmuck, Damenschuhe, Dessous, Herrenmode, Herrenschmuck, Herrenschuhe, Lederwaren, Schmuck/Uhren, Schuhe","Bahnhofstraße 89, 66111 Saarbrücken",+49 681 9381090,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 19:00"", ""Sonntag"": ""Geschlossen""}",http://www.veromoda.de,"VERO MODA ist eine der erfolgreichsten Bekleidungsmarken für junge Frauen in ganz Europa. VERO MODA ist ein Teil des dänischen Modekonzerns Bestseller und besitzt mittlerweile mehr als 2.800 Filialen in 46 Märkten, weit über 12.000 Wholesale- Kunden und beschäftigt mehr als 120.000 Mitarbeiter. Der erste VERO MODA Store wurde im Jahre 1989 eröffnet. Heute existieren mehr als 1.000 Stores weltweit. Der Wunsch, starke Designkonzepte zu entwerfen, steht bei den 5 Brands von JACK & JONES im Mittelpunkt. Ziel des Markenkonzepts ist es, einen Store zu schaffen, der Trends und Styles für jeden Mann und zu jedem Anlass bietet. Weitere Informationen zu JACK & JONES und den Kollektionen unter www.jackjones.de.","https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33320_x_y_d21083_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33319_x_y_d73ebf_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33316_x_y_7c1101_07.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2015/07/33317_x_y_76b3ca_07.jpg"
Geigenbau Tebbi- Geigenhaus am Theater,"Bücher, Musik, Filme, Musikinstrumente","Bismarckstraße 2, 66111 Saarbrücken",+49 681 371148,"{""Montag"": ""13:00 - 18:00"", ""Dienstag"": ""13:00 - 18:00"", ""Mittwoch"": ""13:00 - 18:00"", ""Donnerstag"": ""13:00 - 18:00"", ""Freitag"": ""13:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://geigenbauer-tebbi.de,null,null
Stempel Ernst,Sonstiges,"Eisenbahnstraße 58, 66117 Saarbrücken",+ 49 681 56507,"{""Montag"": ""07:45 - 18:00"", ""Dienstag"": ""07:45 - 18:00"", ""Mittwoch"": ""07:45 - 18:00"", ""Donnerstag"": ""07:45 - 18:00"", ""Freitag"": ""07:45 - 18:00"", ""Samstag"": ""08:45 - 12:00"", ""Sonntag"": ""Geschlossen""}",http://www.stempel-ernst.de/,null,null
Geers Gutes Hören,"Gesundheit und Kosmetik, Hörgeräte","Eisenbahnstraße 64, 66117 Saarbrücken",+ 49 681 5959166,"{""Montag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Dienstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Mittwoch"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Donnerstag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Freitag"": ""09:00 - 13:00 und 14:00 - 18:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.geers.de,null,null
Alisch Offsetdruck,"Bücher, Musik, Filme, Schreibwaren/Bürobedarf, Sonstiges","Großherzog-Friedrich-Straße 63, 66111 Saarbrücken",+49 681 535400,"{""Montag"": ""09:00 - 17:00"", ""Dienstag"": ""09:00 - 17:00"", ""Mittwoch"": ""09:00 - 17:00"", ""Donnerstag"": ""09:00 - 17:00"", ""Freitag"": ""09:00 - 17:00"", ""Samstag"": ""Geschlossen"", ""Sonntag"": ""Geschlossen""}",https://www.alischdruck.de,"Alisch Offsetdruck – „Bunt ist unsere Lieblingsfarbe“ Neben den klassischen Geschäftsdrucksachen, wie Briefpapier, Visitenkarten, Plakaten, Broschüren und Handzetteln fertigen wir natürlich auch alle Privatdrucksachen. Und wenn Ihnen bei der Gestaltung Ihrer Drucksachen die rechte Idee fehlt, sind Sie bei uns auch an der richtigen Adresse. Layout ist unsere Stärke. Unser neuestes Geschäftsfeld ist die Fertigung und der Verkauf von tollen Motiv-Postkarten mit Sprüchen zu allen Lebenslagen. Ergänzt werden die Karten durch Bilder, Buttons und anderen hübsche Produkte. Schauen Sie doch einfach mal bei uns in der Großherzog-Friedrich-Straße vorbei. Unsere Druckerei liegt ganz nah an der Saarbahn-Haltestelle „Landwehrplatz“. Und für die Autofahrer: Wir haben natürlich Kundenparkplätze. Wir freuen uns auf Sie!",https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12721_x_y_0128e1_05.jpg
Implement-It GmbH - Apple Premium Reseller,"Computer-Hardware, Computer-Software, Elektronik, Computer, Handy & Telefonie, Notebooks & Tablets","Obertorstraße 4-6, 66111 Saarbrücken",+49 681 9591155,"{""Montag"": ""10:00 - 19:00"", ""Dienstag"": ""10:00 - 19:00"", ""Mittwoch"": ""10:00 - 19:00"", ""Donnerstag"": ""10:00 - 19:00"", ""Freitag"": ""10:00 - 19:00"", ""Samstag"": ""10:00 - 18:00"", ""Sonntag"": ""Geschlossen""}",http://www.implement-it.de,null,"https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12677_x_y_01ee3e_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12678_x_y_75d301_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12679_x_y_be23c4_05.jpg, https://einkaufen.saarbruecken.de/cache/media/attachments/2014/05/12680_x_y_a337d1_05.jpg"
Julie Aime,Bekleidung/Accessoires,"Futterstraße 16, 66111 Saarbrücken",null,"{""Montag"": ""10:00 & 18:30"", ""Dienstag"": ""10:00 & 18:30"", ""Mittwoch"": ""10:00 & 18:30"", ""Donnerstag"": ""10:00 & 18:30"", ""Freitag"": ""10:00 & 18:30"", ""Samstag"": ""10:00 & 18:00"", ""Sonntag"": ""Geschlossen""}",null,null,null
Euroshop,"Gesundheit und Kosmetik, Lebensmittel, Möbel & Haushaltswaren, Sonstiges, Souvenirartikel, Spielwaren, Sportausrüstung, Outdoor","Bahnhofstraße 22-24, 66111 Saarbrücken",+49 931 90004404,"{""Montag"": ""09:30 - 19:30"", ""Dienstag"": ""09:30 - 19:30"", ""Mittwoch"": ""09:30 - 19:30"", ""Donnerstag"": ""09:30 - 19:30"", ""Freitag"": ""09:30 - 19:30"", ""Samstag"": ""09:30 - 19:30"", ""Sonntag"": ""Geschlossen""}",https://www.euroshop-online.de/,null,null
